product_title,full_descript,full_decrip,product_number,original_number,unit_pacakage_perunit,"storage,price_v",recomended_price,specification,oe_number,Strekkode,category,subcategory,product,image_url1,image_url2,image_url3,image_url4,image_url5,image_url6
"Respect 2X Nano Protect 250 ml
Se alt fra",2X Nano Protect fra Respect polerer og beskytter uten bruk av slipemidler. Gir god holdbarhet og etterlater ikke støv eller rester. ,1080645,7090012422238,"kr. 339,- inkl. mva.", ,"40,-","kr. 55,- eks. mva.",, ,Stk,Alle produkter,Båtpleie og opplagsutstyr,"Vask, pleie og vedlikehold",https://www.flak.no/pictures/resize.php/668x668/1080645_XL.jpg, , , , , 
